clear(a:block) clear(e:block) clear(f:block) handfull(robot:robot) holding(d:block) on(a:block,b:block) on(b:block,c:block) ontable(c:block) ontable(e:block) ontable(f:block) ;putdown(d:block)
clear(a:block) clear(d:block) clear(f:block) handfull(robot:robot) holding(e:block) on(a:block,b:block) on(b:block,c:block) ontable(c:block) ontable(d:block) ontable(f:block) ;stack(e:block,f:block)
clear(a:block) clear(d:block) clear(f:block) handfull(robot:robot) holding(e:block) on(a:block,b:block) on(b:block,c:block) ontable(c:block) ontable(d:block) ontable(f:block) ;putdown(e:block)
clear(a:block) clear(d:block) clear(e:block) clear(f:block) handempty(robot:robot) on(a:block,b:block) on(b:block,c:block) ontable(c:block) ontable(d:block) ontable(e:block) ontable(f:block) ;pickup(e:block)
clear(a:block) clear(d:block) clear(f:block) handfull(robot:robot) holding(e:block) on(a:block,b:block) on(b:block,c:block) ontable(c:block) ontable(d:block) ontable(f:block) ;stack(e:block,f:block)
clear(a:block) clear(d:block) clear(e:block) handempty(robot:robot) on(a:block,b:block) on(b:block,c:block) on(e:block,f:block) ontable(c:block) ontable(d:block) ontable(f:block) ;pickup(d:block)
clear(a:block) clear(e:block) handfull(robot:robot) holding(d:block) on(a:block,b:block) on(b:block,c:block) on(e:block,f:block) ontable(c:block) ontable(f:block) ;stack(d:block,e:block)
clear(b:block) clear(d:block) handfull(robot:robot) holding(a:block) on(b:block,c:block) on(d:block,e:block) on(e:block,f:block) ontable(c:block) ontable(f:block) ;putdown(a:block)
clear(a:block) clear(b:block) handempty(robot:robot) on(a:block,c:block) on(c:block,d:block) on(d:block,e:block) on(e:block,f:block) ontable(b:block) ontable(f:block) ;pickup(b:block)
clear(a:block) handfull(robot:robot) holding(b:block) on(a:block,c:block) on(c:block,d:block) on(d:block,e:block) on(e:block,f:block) ontable(f:block) ;stack(b:block,a:block)
